loaded tokenizer from checkpoints/002-rope/tokenizer.json
step 696 train_loss 3.7810
step 697 train_loss 3.8195
step 698 train_loss 3.8187
step 699 train_loss 3.7916
step 700 train_loss 3.7899 val_loss 4.1451 expert_frac [0.51, 0.49, 0.50, 0.50] aux 8.0056
step 701 train_loss 3.7750
step 702 train_loss 3.8149
step 703 train_loss 3.7548
step 704 train_loss 3.7271
step 705 train_loss 3.8013
step 706 train_loss 3.6812
step 707 train_loss 3.7623
step 708 train_loss 3.7255
step 709 train_loss 3.6988
step 710 train_loss 3.7223
step 711 train_loss 3.7469
step 712 train_loss 3.8047
step 713 train_loss 3.7967
step 714 train_loss 3.7613
step 715 train_loss 3.7666
step 716 train_loss 3.7816
step 717 train_loss 3.7950
step 718 train_loss 3.7496
step 719 train_loss 3.7568
step 720 train_loss 3.8625
step 721 train_loss 3.7423
step 722 train_loss 3.7419
step 723 train_loss 3.6808
step 724 train_loss 3.7919
step 725 train_loss 3.7176
step 726 train_loss 3.7636
step 727 train_loss 3.7421
step 728 train_loss 3.7400
step 729 train_loss 3.7035
step 730 train_loss 3.6940
step 731 train_loss 3.6881
step 732 train_loss 3.8083
step 733 train_loss 3.6960
step 734 train_loss 3.7448
step 735 train_loss 3.8015
step 736 train_loss 3.7431
step 737 train_loss 3.7449
step 738 train_loss 3.7810
step 739 train_loss 3.7105
step 740 train_loss 3.7018
step 741 train_loss 3.7463
step 742 train_loss 3.7091
step 743 train_loss 3.7625
step 744 train_loss 3.7101
step 745 train_loss 3.6710
step 746 train_loss 3.6934
step 747 train_loss 3.7099
step 748 train_loss 3.6690
step 749 train_loss 3.6558
step 750 train_loss 3.6607 val_loss 4.0938 expert_frac [0.50, 0.50, 0.49, 0.51] aux 8.0059
step 751 train_loss 3.6418
step 752 train_loss 3.6714
step 753 train_loss 3.7892
step 754 train_loss 3.6845
step 755 train_loss 3.7244
step 756 train_loss 3.6762
step 757 train_loss 3.7594
step 758 train_loss 3.6880
step 759 train_loss 3.6461
step 760 train_loss 3.7454
step 761 train_loss 3.6476
step 762 train_loss 3.6895
step 763 train_loss 3.6419
step 764 train_loss 3.6398
step 765 train_loss 3.7012
step 766 train_loss 3.7057
step 767 train_loss 3.7437
step 768 train_loss 3.7294
